WEBSITE_NM,WEBURL,CNT,STA_SDATE,STA_EDATE
盛泰（盛世）,www.shengtaione.com,9,2022/03/14,2022/03/20
盛泰（盛世）,www.shengtaione.com,2,2022/03/07,2022/03/13
盛鼎國際,shengdinggjjys.com,2,2022/06/13,2022/06/19
盛鼎國際,www.shengdin88.com,2,2022/07/11,2022/07/17
盲金喜,pg.lfcy888.com/blind,2,2022/01/10,2022/01/16
真豪Buy,haugomart.com,2,2023/04/18,2023/04/24
睿晉證券,wisewingstock.com,2,2023/01/11,2023/01/17
睿晉證券,wisewingstrade.com,2,2023/03/15,2023/03/21
研鑫,d.emccr.top,2,2023/05/01,2023/05/07
福匯金融,www.ykoed.com,2,2023/04/04,2023/04/10
科興（SinoVAC）,sinovac.tm-group-inc.com,2,2022/11/07,2022/11/13
科興（SinoVAC）,www.bjkx2012.xyz/mobile,2,2022/08/22,2022/08/28
科興（SinoVAC）,www.bjkx3675.com,2,2022/07/25,2022/07/31
科虎大戶,www.fgokjdf.com,3,2023/04/18,2023/04/24
科虎大戶,www.fgokjdf.com,10,2023/04/11,2023/04/17
科虎大戶,www.jghhshqux.com,3,2023/03/08,2023/03/14
科虎大戶,www.sndfhuij.com,10,2023/04/25,2023/04/30
科虎大戶,www.viuaeba.com,5,2023/05/01,2023/05/07
科虎大戶,www.vjrqwejqjkja.com,2,2023/03/15,2023/03/21
穆迪（Moody's）,bergen1130.vip,7,2022/01/24,2022/02/06
穆迪（Moody's）,op.w8h.org/aANtP.html,3,2022/01/03,2022/01/09
穆迪（Moody's）,trs.mcisabc.cn/qchp141,10,2022/03/14,2022/03/20
穆迪（Moody's）,ww.k2sm.net/sLqBb.html,4,2022/02/28,2022/03/06
穆迪（Moody's）,www.bbwue.com/rk/vip10,3,2022/02/07,2022/02/13
穆迪（Moody's）,www.modsinvestorscby.com,36,2022/03/07,2022/03/13
穆迪（Moody's）,www.modvipata.com,9,2022/02/14,2022/02/20
穆迪（Moody's）,www.qhsh2.com/rk/vip5,5,2022/01/10,2022/01/16
穆迪（Moody's）,www.xbbxz.com,15,2022/02/21,2022/02/27
穆迪（Moody's）,zdan.mfjdijw.com/4EpU.app,9,2022/01/17,2022/01/23
約愛俱樂部,cd9jr3kegh.com,2,2022/10/17,2022/10/20
約愛俱樂部,wzmgvvrszyvwcpub.com,3,2022/11/07,2022/11/13
納德證券,nardcapitals.com,3,2022/11/21,2022/11/27
納德證券,nardcapitals.com,3,2022/10/24,2022/10/31
納德證券,nardstock.com,4,2022/11/01,2022/11/06
納德證券,nardtrade.com,5,2022/11/07,2022/11/13
納德證券,nardtrades.com,6,2022/12/05,2022/12/11
紓困貸款中心,dkksg6.com,5,2022/03/30,2022/04/03
統一綜合證券,em.neuirlg.tw,7,2022/05/09,2022/05/15
統一綜合證券,em.neuirlg.tw/?openExternalBrowser=1,11,2022/05/02,2022/05/08
統一綜合證券,kr.ormugr.tw,2,2022/05/23,2022/05/29
統一綜合證券,kr.ormugr.tw,7,2022/05/16,2022/05/22
統一綜合證券,kr.ormugr.tw,2,2022/04/24,2022/05/01
統一綜合證券,kr.ormugr.tw,2,2022/04/11,2022/04/17
統一綜合證券,kr.ormugr.tw,2,2022/03/21,2022/03/27
經證證券,jzfinancials.com,2,2023/03/01,2023/03/07
經證證券,jzglobals.com,4,2023/04/18,2023/04/24
經證證券,jzmarkets.com,2,2023/04/11,2023/04/17
經證證券,jzmarkets.com,3,2023/03/22,2023/03/28
經證證券,jzmarkets.com,2,2023/03/15,2023/03/21
維品購跨境電商,www.wpg2.net,2,2022/12/19,2022/12/25
美國那斯達克交易所（Nasdaq）,296t.com,3,2023/04/18,2023/04/24
美國那斯達克交易所（Nasdaq）,beipaizangyao.com,3,2022/08/15,2022/08/21
美國那斯達克交易所（Nasdaq）,dolo.exnsdaq.com,5,2022/11/21,2022/11/27
美國那斯達克交易所（Nasdaq）,dolo.exnsdaq.com,2,2022/10/24,2022/10/31
美國那斯達克交易所（Nasdaq）,dolo.nsaqdxe.com,4,2023/04/04,2023/04/10
美國那斯達克交易所（Nasdaq）,dolo.nsaqdxe.com,4,2023/03/29,2023/04/03
美國那斯達克交易所（Nasdaq）,dolo.nsaqdxe.com,4,2023/03/22,2023/03/28
美國那斯達克交易所（Nasdaq）,dolo.nsdaqex.com,5,2022/09/12,2022/09/18
美國那斯達克交易所（Nasdaq）,dolo.nsdaqex.com,3,2022/08/08,2022/08/14
美國那斯達克交易所（Nasdaq）,dolo.nsexdaq.com,2,2022/11/01,2022/11/06
美國那斯達克交易所（Nasdaq）,dolo.xensaqd.com,2,2023/05/01,2023/05/07
美國那斯達克交易所（Nasdaq）,dolo.xensaqd.com,3,2023/03/15,2023/03/21
美國那斯達克交易所（Nasdaq）,dolo.xensaqd.com,2,2023/03/01,2023/03/07
美國那斯達克交易所（Nasdaq）,dolo.xensaqd.com,2,2023/01/11,2023/01/17
美國那斯達克交易所（Nasdaq）,dolo.xensaqd.com,2,2022/12/26,2023/01/03
美國那斯達克交易所（Nasdaq）,dolo.xensaqd.com,2,2022/11/28,2022/12/04
美國那斯達克交易所（Nasdaq）,m.xeddq659.com,2,2023/04/11,2023/04/17
美國那斯達克交易所（Nasdaq）,m.xeddq659.com,2,2023/02/15,2023/02/21
美國那斯達克交易所（Nasdaq）,martyrouse.com,2,2022/08/01,2022/08/07
美國那斯達克交易所（Nasdaq）,nasdaqtw.com,2,2022/12/19,2022/12/25
美國那斯達克交易所（Nasdaq）,nsdkgz.top,2,2022/06/27,2022/07/03
美國那斯達克交易所（Nasdaq）,nxhuanyi.com,2,2022/10/10,2022/10/16
美國那斯達克交易所（Nasdaq）,nxhuanyi.com,2,2022/10/03,2022/10/09
美國那斯達克交易所（Nasdaq）,twanos.com,2,2022/08/29,2022/09/04
美國那斯達克交易所（Nasdaq）,www.beipaizangyao.com,2,2022/07/11,2022/07/17
美國那斯達克交易所（Nasdaq）,www.usanasdaq.com,2,2023/02/01,2023/02/07
美國銀行（Bank of America）,abc.neijinjsasd.com,2,2022/05/30,2022/06/05
美國銀行（Bank of America）,caifuguoji.xyz,3,2022/01/17,2022/01/23
美團電商,meetwmrk.com,3,2022/12/19,2022/12/25
美團電商,meituantw.com,2,2022/07/11,2022/07/17
美團電商,mtdroppship.com,2,2023/02/01,2023/02/07
美團電商,mthowmai.com,2,2022/10/10,2022/10/16
美團電商,superviamt.com,5,2022/11/07,2022/11/13
美團電商,tuancne.com,2,2022/08/29,2022/09/04
美團電商,tuancne.com,2,2022/08/08,2022/08/14
美團電商,www.awesomemtshop.com,2,2022/11/14,2022/11/20
美團電商,www.mtdroppship.com,2,2023/01/11,2023/01/17
美廉優品,www.mlcrossltw.com,2,2022/08/01,2022/08/07
美廉優品,www.mlyptw.com,2,2022/08/29,2022/09/04
美林（Merrill Lynch）,america.istripper.top,3,2022/01/10,2022/01/16
美林（Merrill Lynch）,americamerrilllynch1914.com,3,2022/02/07,2022/02/13
美林（Merrill Lynch）,ml.dbs1785.com,3,2022/01/24,2022/02/06
美林（Merrill Lynch）,mls.nanisiphone.com,2,2022/01/03,2022/01/09
美林（Merrill Lynch）,mlzj.ylij.live,2,2022/05/16,2022/05/22
美林（Merrill Lynch）,tw.merrilllynch.top,2,2022/02/14,2022/02/20
美林（Merrill Lynch）,www.merrilllynch1914.cn,4,2022/01/17,2022/01/23
美林（Merrill Lynch）,www.ml1914.top,2,2022/10/10,2022/10/16
美銀證券（BOFA Securities）,myzj1288.com,2,2022/10/24,2022/10/31
美銀證券（BOFA Securities）,myzj2688.cc,3,2023/04/25,2023/04/30
美銀證券（BOFA Securities）,myzj2688.cc,2,2023/04/18,2023/04/24
美銀證券（BOFA Securities）,newsroom2009.top,10,2022/03/14,2022/03/20
美銀證券（BOFA Securities）,www.bofasecug.com,2,2023/05/01,2023/05/07
美銀證券（BOFA Securities）,www.bofasecuriticcx.com,2,2022/12/26,2023/01/03
美銀證券（BOFA Securities）,www.bofasecuritiesxx.com,3,2022/06/20,2022/06/26
美銀證券（BOFA Securities）,www.bofasecuuuu.com,2,2023/01/18,2023/01/31
美銀證券（BOFA Securities）,www.securities2022.club,2,2022/05/30,2022/06/05
美銀證券（BOFA Securities）,www.securities2022.com,2,2022/06/27,2022/07/03
美高梅,m.m168178.com,2,2022/01/17,2022/01/23
美高梅（MGM、MCM）,mgm.gzsybj.cn,2,2022/05/02,2022/05/08
美高梅（MGM）,mgm.hk58.xyz,2,2022/01/24,2022/02/06
群益投信,eve.envrch.com,3,2022/10/24,2022/10/31
群益投信,wff.envrch.com,3,2022/10/17,2022/10/20
群益投信,whh.qunysu.com,2,2022/11/28,2022/12/04
耀才金融（Yaocaijinrong）,www.ycjr-tw.com,2,2022/01/03,2022/01/09
耀才金融（Yaocaijinrong）,ycjrtw.com,2,2022/01/10,2022/01/16
考拉購,mall.klgw.shop,3,2023/04/25,2023/04/30
考拉購,mall.klgw.shop,3,2023/04/18,2023/04/24
考拉購,mall.klgw.shop,3,2023/03/15,2023/03/21
考拉購,mall.tw-tesco.shop,3,2023/05/01,2023/05/07
考拉購,shop.klgw.shop,3,2023/03/08,2023/03/14
考拉購,shop.klgw.shop,3,2023/02/22,2023/02/28
聚優購物,506gzqh.top/m,4,2023/03/15,2023/03/21
聚優購物,bnmhop692.shop/m,2,2023/04/25,2023/04/30
聚優購物,bnmhop692.shop/m,3,2023/04/18,2023/04/24
聚優購物,bnmhop692.shop/m,3,2023/03/22,2023/03/28
聚優購物,jyshopping639.top/m,2,2023/03/08,2023/03/14
聚匯,www.zfkyoat.xyz,2,2022/02/21,2022/02/27
聚匯（合眾）,6wv088u3.com,5,2022/04/04,2022/04/10
聚匯（合眾）,w.cpeql.xyz/promotion.html,5,2022/05/09,2022/05/15
聚匯（合眾）,www.6wv088u3.com,5,2022/03/21,2022/03/27
聚匯（合眾）,www.evfmo.xyz,2,2022/03/30,2022/04/03
聚匯（合眾）,www.fimey.xyz,4,2022/05/23,2022/05/29
聚匯（合眾）,www.vjudr.xyz,2,2022/05/02,2022/05/08
聚匯（合眾）,zfkyoatds.xyz,2,2022/05/30,2022/06/05
聚匯（合眾）,zfkyoatds.xyz,4,2022/05/16,2022/05/22
聚匯（合眾）,zfkyoatds.xyz,7,2022/04/11,2022/04/17
聚匯（合眾）,zfkyoatds.xyz,5,2022/03/14,2022/03/20
聚匯（合眾）,zfkyoatds.xyz,2,2022/03/07,2022/03/13
聚匯（合眾）,zfkyoatds.xyz,2,2022/02/28,2022/03/06
聚美購物,www.17kshop.com,2,2022/04/18,2022/04/24
聚鑫國際,jx9006.club,3,2022/09/26,2022/10/02
聯創,dl.lclo.top/?openExternalBrowser=1,2,2023/05/01,2023/05/07
聯創,dl.lclo.top/?openExternalBrowser=1,2,2023/04/11,2023/04/17
聯邦,app.xxhxlq.tw,3,2023/03/15,2023/03/21
聯邦,app.xxhxlq.tw,3,2022/12/19,2022/12/25
聯邦,www.kwsnxwl.tw,2,2022/12/12,2022/12/18
聯邦,www.shboran.tw,7,2022/12/26,2023/01/03
聯邦信貸,lianbang0.xyz,5,2022/06/20,2022/06/26
聲景,sj97.lol,2,2023/05/01,2023/05/07
股市研訓班,shubiao.live/Pc/#/home?room,2,2023/05/01,2023/05/07
臺寶,taibao.tw,41,2022/04/18,2022/04/24
臺寶,tbgx.tw,2,2022/05/09,2022/05/15
臺寶,tbgx.tw,2,2022/04/24,2022/05/01
臺灣交易所,www.mntlimited.com,2,2023/04/11,2023/04/17
臺灣交易所,www.sotwex.com,2,2022/12/12,2022/12/18
臺灣交易所,www.sotwex.com,3,2022/12/05,2022/12/11
臺灣期貨交易所,101115.site,2,2023/01/18,2023/01/31
臺灣期貨交易所,7366623.com,3,2022/06/27,2022/07/03
臺灣期貨交易所,qh927.tw,2,2022/05/02,2022/05/08
臺灣期貨交易所,taifuex5.tw,2,2022/10/10,2022/10/16
臺灣期貨交易所,tmsr.tw,2,2022/03/21,2022/03/27
臺灣期貨交易所,tmsz.tw,2,2022/03/07,2022/03/13
臺灣期貨交易所,tw279.com,2,2022/09/05,2022/09/11
臺灣期貨交易所,www.qh539.tw,2,2022/10/24,2022/10/31
臺灣期貨交易所,www.qh625.tw,2,2022/07/11,2022/07/17
興業投資,www.xygjtw.com,3,2022/05/02,2022/05/08
興樂國際,axslanxiang.com,3,2022/04/18,2022/04/24
興樂國際,www.axslanxiang.com,2,2022/04/11,2022/04/17
興樂國際,www.axspxgj.com,2,2022/04/24,2022/05/01
興樂國際,www.axswykfllwww.com,2,2022/06/20,2022/06/26
興樂國際,www.axswykfllwww.com,4,2022/06/06,2022/06/12
興樂國際,www.fnglc.com,2,2022/11/01,2022/11/06
興證國際,www.hkxzgjjrtw.com,3,2022/06/27,2022/07/03
興證國際,www.xzgj999.com,2,2022/06/06,2022/06/12
興證國際,xzgj999.com,2,2022/05/30,2022/06/05
興貴國際,xinggui888.com,2,2022/06/06,2022/06/12
花旗,kpaxxxyn.com,7,2023/03/29,2023/04/03
花旗,mjszmw.com,4,2022/12/19,2022/12/25
花旗,mjszmw.com,8,2022/11/28,2022/12/04
花旗,mjszmw.com,14,2022/10/24,2022/10/31
花旗,mjszmw.com,4,2022/09/26,2022/10/02
花旗,www.hjrxxjkj.com,15,2022/11/01,2022/11/06
花旗,www.hjrxxjkj.com,6,2022/10/17,2022/10/20
花旗,www.hjrxxjkj.com,3,2022/09/19,2022/09/25
花旗,www.jrqbndnqn.com,15,2022/11/07,2022/11/13
花旗,www.kpaxxxyn.com,3,2022/10/03,2022/10/09
花旗,www.msndjehqjwjw.com,5,2023/01/04,2023/01/10
花旗,www.msndjehqjwjw.com,11,2022/11/21,2022/11/27
花旗,www.msndjehqjwjw.com,6,2022/11/14,2022/11/20
花旗,www.nkililasjnqn.com,6,2022/12/26,2023/01/03
花旗,www.sbcdvscj.xyz,3,2023/03/08,2023/03/14
花旗,www.sbcdvscj.xyz,3,2023/02/22,2023/02/28
花旗,www.sbcdvscj.xyz,2,2023/02/15,2023/02/21
花旗,www.vkrnqjnwakjns.com,6,2022/12/05,2022/12/11
花旗,www.vlihoajasih.com,4,2023/03/01,2023/03/07
花旗,www.znbcsnamwq.com,7,2022/10/10,2022/10/16
花旗集團,m.citir.cyou,2,2022/10/03,2022/10/09
英皇集團,qt.yh3588.xyz,8,2022/01/10,2022/01/16
英皇集團,qtm-22m.345622.xyz,3,2022/05/30,2022/06/05
英皇集團,tm.fu2225.xyz,2,2022/01/17,2022/01/23
英皇集團,www.yh2222.xyz,4,2022/01/03,2022/01/09
華信金融,www.huaxindaikuan.com.tw,3,2023/03/22,2023/03/28
華南金控,www.hnjkzq.com,2,2023/04/18,2023/04/24
華南金控,www.hnjkzq.com,2,2023/03/22,2023/03/28
華南金控,www.hnjkzq.com,2,2023/03/15,2023/03/21
華南金控,www.vfnjweqwie.com,2,2023/04/11,2023/04/17
華南金控,www.vfnjweqwie.com,3,2023/04/04,2023/04/10
華南金融,www.hnbk.xyz,4,2022/11/21,2022/11/27
華南金融,www.huanan.life,2,2022/12/12,2022/12/18
華南金融,www.huanan.life,2,2022/12/05,2022/12/11
華南金融,www.huanan.life,2,2022/11/28,2022/12/04
華平創投,c.aecmu.xyz,6,2022/05/30,2022/06/05
華平創投,c.aecmu.xyz,3,2022/05/23,2022/05/29
華平創投,c.aecmu.xyz,4,2022/05/16,2022/05/22
華平創投,c.aecmu.xyz,2,2022/05/09,2022/05/15
華平創投,www.auniy.xyz,2,2022/05/02,2022/05/08
華平創投,www.pis-studio.xyz,2,2022/04/18,2022/04/24
華旭,m.hxkdu.com,3,2023/03/01,2023/03/07
華旭,wk.vnreicva.top?openExternalBrowser=1,2,2023/03/15,2023/03/21
華旭,wk.vnreicva.top?openExternalBrowser=1,2,2023/01/18,2023/01/31
華旭,wk.vnreicva.top?openExternalBrowser=1,5,2023/01/11,2023/01/17
華景證券,grcfund.com,7,2023/04/11,2023/04/17
華景證券,grcstock.com,4,2023/03/22,2023/03/28
華景證券,grcstock.com,2,2023/03/15,2023/03/21
華景證券,grctrades.com,4,2023/05/01,2023/05/07
華景證券,grctrades.com,6,2023/04/25,2023/04/30
華景證券,greenrenaissance.com.tw,2,2023/04/04,2023/04/10
華景證券,greenrenaissance.com.tw,5,2023/03/08,2023/03/14
華景證券,greenrenaissance.com.tw,2,2023/03/01,2023/03/07
華景證券,www.grmarket.tw,3,2023/03/29,2023/04/03
華為芯片,90nn.xyz,3,2022/06/13,2022/06/19
華熙,app.vdbzbnzz.xyz,4,2022/04/18,2022/04/24
華熙,www.71ujm9qn.com,2,2022/04/24,2022/05/01
華熙,www.71ujm9qn.com,2,2022/03/21,2022/03/27
華禹證券,huayusecurities.com,2,2023/05/01,2023/05/07
華義數位娛樂（Huayishuwei）,www.hi689.net,2,2022/02/28,2022/03/06
華義數位娛樂（Huayishuwei）,www.hi689.net,2,2022/02/21,2022/02/27
華興國際,www.huaxing98.com,2,2023/02/22,2023/02/28
華豐國際,hfmnpb236.top,3,2022/12/26,2023/01/03
華豐國際,hymhui692.top,2,2022/11/14,2022/11/20
華豐國際,wccy269.top,2,2023/03/15,2023/03/21
華豐國際,wccy269.top,2,2023/03/01,2023/03/07
華軠,hrhhs.com,2,2022/11/07,2022/11/13
華銀,bboilyf.com,19,2022/12/12,2022/12/18
華銀,bboilyf.com,22,2022/12/05,2022/12/11
華銀,bboilyf.com,24,2022/11/28,2022/12/04
華銀,bboilyf.com,4,2022/11/14,2022/11/20
華銀,bboilyf.com,4,2022/11/07,2022/11/13
華銀,www.sjwajndawja.com,3,2022/12/19,2022/12/25
華鼎,w.avxgb.xyz,3,2022/05/23,2022/05/29
華鼎,www.bdbmln.com,24,2022/06/13,2022/06/19
華鼎,www.cjmqvyq.com,2,2022/08/08,2022/08/14
華鼎,www.cjmqvyq.com,34,2022/06/20,2022/06/26
華鼎,www.fvqbvrs.com,31,2022/06/27,2022/07/03
華鼎,www.rdvcwd.xyz,8,2022/06/06,2022/06/12
華鼎,www.rqjsnda.com,5,2022/09/12,2022/09/18
華鼎,www.sbsjdz.com,11,2022/07/25,2022/07/31
華鼎,www.sbsjdz.com,12,2022/07/18,2022/07/24
華鼎,www.vaofc.xyz,3,2022/05/16,2022/05/22
華鼎,www.wissuk.com,2,2022/08/01,2022/08/07
華鼎,www.wxmkk.xyz,4,2022/05/30,2022/06/05
華鼎,www.ynnsnezx.com,20,2022/07/11,2022/07/17
華鼎,www.ynnsnezx.com,22,2022/07/04,2022/07/10
萬和投信,vanwardfin.com,3,2023/03/01,2023/03/07
萬和投信,vanwardgroup.com,4,2023/01/18,2023/01/31
萬和投信,vanwardgroup.com,9,2023/01/11,2023/01/17
萬和投信,vanwardmkt.com,2,2023/02/22,2023/02/28
萬和投信,vanwardtrade.com,5,2022/12/26,2023/01/03
萬豪國際,m.966888hc.com,2,2023/01/18,2023/01/31
萬豪國際,m.whgj66.com,3,2022/09/26,2022/10/02
萬豪國際,whgj68.com,2,2022/11/01,2022/11/06
萬豪國際,whgj988.com,2,2023/01/04,2023/01/10
萬達娛樂城,www.wandataw.com,3,2022/02/28,2022/03/06
萬達娛樂城,www.wandataw.com,3,2022/02/21,2022/02/27
萬達娛樂城,www.wandataw666.com,4,2022/02/07,2022/02/13
萬達娛樂城,www.wandataw667.com,6,2022/01/03,2022/01/09
萬達娛樂城,www.wandataw667.com,8,2021/12/27,2022/01/02
萬達娛樂城,www.wandataw671.com,8,2022/01/10,2022/01/16
萬達娛樂城,www.wandataw674.com,4,2022/01/24,2022/02/06
萬達娛樂城,www.wandataw675.com,5,2022/02/14,2022/02/20
萬達娛樂城,www.wandataw676.com,2,2022/03/07,2022/03/13
萬邦,1xideas.xyz,3,2022/03/30,2022/04/03
萬邦,hntmr.xyz,3,2022/04/04,2022/04/10
萬邦,www.lxideas.xyz,2,2022/04/18,2022/04/24
萬邦,www.obnesrw.com,2,2022/07/11,2022/07/17
萬邦,www.rpekq.xyz,4,2022/03/21,2022/03/27
萬邦,www.saeoqhn.com,4,2022/03/14,2022/03/20
萬邦,www.saeoqhn.com,4,2022/03/07,2022/03/13
蒂森環球（Thyssen Universal）,www.thyssenex.co,3,2022/03/30,2022/04/03
蒂森環球（Thyssen Universal）,www.thyssenfx.com,2,2022/03/21,2022/03/27
蒂森環球（Thyssen Universal）,www.thyssenfx.com,8,2022/03/14,2022/03/20
蒂森環球（Thyssen Universal）,www.tsenfx.com,2,2022/04/11,2022/04/17
薪生貸企業輔導公司,financecorporate-tw.com,2,2023/04/04,2023/04/10
薪福貸,www.tw-borrow.com,5,2022/04/04,2022/04/10
藍海優選,www.myselfshopgo.com,2,2022/08/22,2022/08/28
藍錐礦交易（FXTPPK）,www.fxtppks.com,2,2022/07/25,2022/07/31
蘇寧易購,suneasybuy.com,2,2022/11/28,2022/12/04
蜂匯,api.znahwbeqhsxiij.com,5,2023/04/25,2023/04/30
蜂匯,www.cjnfbjehqjhe.com,4,2023/04/18,2023/04/24
蜂匯,www.jhqisgrjz.com,2,2023/03/29,2023/04/03
蝦皮益彩,xiapi.geminbtc.vip,3,2023/04/04,2023/04/10
融合國際,ronghejt668.com,2,2022/07/04,2022/07/10
融盛,www.yizikaijzen.xyz,2,2022/05/02,2022/05/08
螞蟻購,buy.mines13.com,3,2022/03/14,2022/03/20
螞蟻購,buy.mines13.com,4,2022/02/28,2022/03/06
螞蟻集團,www.myjt18.com,2,2022/08/15,2022/08/21
行動贏家,qy.hwzn.cc,2,2023/05/01,2023/05/07
行雲集團,zn9.sales0-mall.com,2,2023/01/04,2023/01/10
裕盈,app.yuying.biz,2,2022/12/26,2023/01/03
裕盈,app.yuying.tv,2,2023/01/18,2023/01/31
裕盈,app.yuying.tv,3,2022/12/12,2022/12/18
裕盈,www.yuying-app.com,4,2022/12/19,2022/12/25
裕盈,yuying-tw.com,2,2022/12/05,2022/12/11
裕萊,down.ylaid.top?openExternalBrowser=1,2,2023/03/29,2023/04/03
裕萊,m.ylaim.top/h509,2,2023/05/01,2023/05/07
訊飛國際（騰訊競猜）,web.mmmkkk8.com,2,2022/10/10,2022/10/16
設備數據採集儀,web.downloadgiochipc.com,2,2022/10/10,2022/10/16
設備數據採集儀,web.downloadgiochipc.com,2,2022/08/22,2022/08/28
設備數據採集儀,web.downloadgiochipc.com,3,2022/08/15,2022/08/21
設備數據採集儀,web.downloadgiochipc.com,2,2022/08/08,2022/08/14
誠熙,www.jnvenqnda.com,3,2022/11/07,2022/11/13
誠熙,www.mskrkqjwje.com,2,2022/11/14,2022/11/20
誠熙,www.sfnebabsda.com,4,2022/10/24,2022/10/31
誠熙,www.skdeefehqw.com,6,2022/11/01,2022/11/06
誠熙,www.swbsfzzqg.com,2,2022/12/05,2022/12/11
誠熙,www.swbsfzzqg.com,2,2022/11/28,2022/12/04
誠熙,www.swbsfzzqg.com,2,2022/10/03,2022/10/09
誠熙,www.vrnbsnszcw.com,3,2022/10/17,2022/10/20
豐光,www.sketoo.com,3,2022/11/21,2022/11/27
豐光,www.sketoo.com,5,2022/11/14,2022/11/20
豐光,www.srwfi.com,2,2022/12/19,2022/12/25
豐利,app.fvhurhuquhe.com,3,2023/04/11,2023/04/17
豐利,app.vhfvhvruqhy.com,3,2023/04/25,2023/04/30
豐利,app.vhfvhvruqhy.com,3,2023/04/18,2023/04/24
豐利,app.vhfvhvruqhy.com,3,2023/03/29,2023/04/03
豐利,www.ltkjjksrqiwj.com,2,2023/03/22,2023/03/28
豐利,www.ltkjjksrqiwj.com,2,2023/03/15,2023/03/21
豐源,app.yghhrjqhshdj.com,2,2022/12/19,2022/12/25
豐源,app.yghhrjqhshdj.com,2,2022/11/28,2022/12/04
豐華證券,fenghuacap.com,2,2022/10/24,2022/10/31
豐華證券,fenghuaglobal.com,3,2022/12/12,2022/12/18
豐華證券,fenghuasec.com.tw,3,2022/09/12,2022/09/18
豐華證券,fenghuastock.com,2,2022/10/03,2022/10/09
豐華證券,fenghuastock.com,2,2022/09/26,2022/10/02
豐華證券,fhstocks.com,2,2022/12/05,2022/12/11
豐順國際,m.sfgj668.top,3,2022/01/03,2022/01/09
貝斯特購物,369shoptw.com,3,2022/07/18,2022/07/24
貝爾德（Baird）,www.bairdzb.com,4,2022/10/03,2022/10/09
貝爾德（Baird）,www.bairdzb.com,3,2022/09/26,2022/10/02
貝爾德（Baird）,www.bairdzb.net,2,2022/10/17,2022/10/20
貝萊德,ek.qinfjkt.tw/h5uiohcuee,6,2022/07/11,2022/07/17
貝萊德,gs.xoeigjt.tw,6,2022/05/23,2022/05/29
貝萊德,gs.xoeigjt.tw?openExternalBrowser=1,2,2022/07/18,2022/07/24
貝萊德,gs.xoeigjt.tw?openExternalBrowser=1,6,2022/07/04,2022/07/10
貝萊德,gs.xoeigjt.tw?openExternalBrowser=1,3,2022/06/27,2022/07/03
貝萊德,gs.xoeigjt.tw?openExternalBrowser=1,10,2022/06/20,2022/06/26
貝萊德,gs.xoeigjt.tw?openExternalBrowser=1,11,2022/06/13,2022/06/19
貝萊德,mt.ojtnpm.tw,2,2022/05/30,2022/06/05
財星娛樂,caixin112288yule.com,3,2023/04/18,2023/04/24
財星娛樂,caixin112288yule.com,3,2023/04/04,2023/04/10
財星娛樂,caixin11885yule.com,2,2023/04/25,2023/04/30
財星娛樂,www.caixin117788yule.com,4,2023/04/11,2023/04/17
財經同學會,livetraders.vip,2,2022/12/26,2023/01/03
財經同學會,studioroom.cloud,2,2022/11/28,2022/12/04
財經同學會,www.saturdaylivetw.com,2,2022/12/12,2022/12/18
財豐,aap.btkakjndeqs.com,3,2023/02/15,2023/02/21
財豐,aap.btkakjndeqs.com,3,2023/02/08,2023/02/14
財豐,aap.btkakjndeqs.com,5,2023/02/01,2023/02/07
財豐,aap.btkakjndeqs.com,6,2023/01/18,2023/01/31
財豐,aap.btkakjndeqs.com,7,2023/01/11,2023/01/17
財豐,aap.btkakjndeqs.com,7,2023/01/04,2023/01/10
財豐,aap.btkakjndeqs.com,6,2022/12/26,2023/01/03
財豐,aap.btkakjndeqs.com,7,2022/12/19,2022/12/25
財豐,aap.btkakjndeqs.com,2,2022/12/12,2022/12/18
財豐,aap.btkakjndeqs.com,2,2022/12/05,2022/12/11
財豐,aap.vbbzgbswas.com,2,2023/02/22,2023/02/28
賣家幫,www.mjb.tw,2,2021/12/27,2022/01/02
賽伯樂投融,acting.cyberllsr.com,3,2022/08/08,2022/08/14
賽伯樂投融,twse.cyberllsr.com,2,2022/07/25,2022/07/31
賽伯樂投融,www.cyberlerr.com,2,2022/05/16,2022/05/22
賽伯樂投融,www.cyberlerr.com,3,2022/05/09,2022/05/15
贏家學院大講堂,www.awk92.com/rk/vip8,2,2022/12/05,2022/12/11
贏鑫社,www.aw8z5.com/rk/room3,2,2022/12/12,2022/12/18
贏鑫社,www.zw585.com/rk/room6,2,2022/11/07,2022/11/13
跨境易購商城,www.revanjer.site,2,2022/01/17,2022/01/23
路博邁,dis.fa3mxiuw.com/a/ap/52qon0mui9wt/n/,2,2023/01/11,2023/01/17
路邁特,wd.hjswd.top,4,2023/05/01,2023/05/07
路邁特,wd.hjswd.top,10,2023/04/25,2023/04/30
路邁特,wd.hjswd.top,2,2023/04/18,2023/04/24
車E庫,www.fy3689.com,2,2022/01/24,2022/02/06
車E庫,www.fy3689.com,3,2022/01/03,2022/01/09
轉轉,mustzhoan.com,2,2023/03/08,2023/03/14
轉轉,mustzhoan.com,2,2023/02/01,2023/02/07
轉轉,zhoanzn.com,2,2023/02/15,2023/02/21
轉轉,zhontw.com,2,2023/02/08,2023/02/14
逍遙海外購,www.w1rz.com,2,2022/01/10,2022/01/16
通達信證券,thetdxzq.com,2,2022/02/14,2022/02/20
